Unnamed: 0,age,Experience,Gender,10percentage,10board,12graduation,12percentage,12board,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityTier,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,Salary,Designation,JobCity
1558,25,3,m,77.8,cbse,2008,78.8,cbse,2,B.Tech/B.E.,computer engineering,82.16,0,Haryana,2012,435,515,545,0.901489571371033,545,0,0,0,0,0,0,0.9737,0.1498,0.163999999999999,0.1798,-0.4455,355000,java software engineer,Gurgaon
1559,24,1,m,81.0,cbse,2009,67.0,cbse,2,B.Tech/B.E.,information science engineering,65.0,1,Karnataka,2014,430,340,415,0.744758354008939,475,0,438,0,0,0,0,-1.0208,-0.9531,0.01,1.0333,-0.8608,240000,software engineer,Bangalore
1560,24,1,m,89.3,cbse,2007,76.4,cbse,1,B.Tech/B.E.,electronics and communication engineering,76.91,1,Delhi,2012,535,465,605,0.538386892985096,0,333,0,0,0,366,0,-2.272,-0.4353,-0.344,2.4125,0.1864,140000,software trainee,New Delhi
1561,24,1,m,84.0,icse,2010,85.0,icse,2,B.Tech/B.E.,computer science & engineering,73.4,0,Uttar Pradesh,2014,640,605,605,0.911395278391328,575,0,500,0,0,0,0,-0.0154,0.5454,0.4711,-0.4879,-0.0943,350000,java software engineer,Bangalore
1562,24,2,m,90.1,ssc,2009,95.65,ssc,2,B.Tech/B.E.,computer engineering,70.1,1,Tamil Nadu,2012,435,365,375,0.635978756456794,445,0,0,0,0,0,0,-0.4173,0.5008,-0.7794,1.35483,0.1864,375000,project engineer,chennai
1563,25,3,m,83.83,icse,2008,79.83,ssc,2,B.Tech/B.E.,information technology,72.16,0,Uttar Pradesh,2012,475,465,565,0.735795709224656,475,0,0,0,0,0,0,-1.9629,0.1498,0.925999999999999,0.53233,-0.4455,390000,system engineer,unknown
1564,25,1,m,69.0,cbse,2007,62.0,cbse,2,B.Tech/B.E.,computer engineering,68.0,0,Punjab,2012,455,435,395,0.377551419424541,375,0,0,0,0,0,0,0.3555,0.6178,-0.1626,-0.2902,-0.6035,300000,php developer,Bangalore
1565,27,2,m,85.4,cbse,2006,68.6,cbse,1,B.Tech/B.E.,electronics and communication engineering,73.75,1,Delhi,2012,545,525,615,0.998680245681687,0,566,0,0,0,0,0,0.9737,-0.1232,-1.0697,-0.05527,-0.643,250000,clerical assistant,New Delhi
1566,25,2,m,79.4,ssc,2008,75.91,ssc,2,B.Tech/B.E.,information technology,73.5,0,Tamil Nadu,2012,415,435,195,0.190153405601018,315,0,0,0,0,0,0,-2.0262,-3.7836,-2.7565,0.1459,-6.8009,180000,network engineer,Chennai
1567,23,2,f,91.33,ssc,2009,94.7,ssc,2,B.Tech/B.E.,electronics and communication engineering,81.11,0,Andhra Pradesh,2013,475,425,515,0.868736585485218,445,0,0,0,0,420,0,-1.0208,-1.2861,-1.0659,-0.995,-0.6692,300000,software test engineer,unknown
1568,26,1,f,74.4,cbse,2006,71.0,cbse,2,MCA,computer application,75.88,1,Delhi,2012,375,395,375,0.600057182338341,435,0,0,0,0,0,0,0.8192,-0.5913,0.2366,1.5899,-0.406,100000,quality engineer,unknown
1569,27,5,m,72.0,cbse,2006,62.0,cbse,2,B.Tech/B.E.,computer engineering,75.0,0,Tamil Nadu,2010,385,395,455,0.450876584483451,395,0,0,0,0,0,0,0.0464,0.5008,0.0914,-0.1727,0.0284,470000,project engineer,Hyderabad
1570,24,0,m,73.4,cbse,2009,68.0,cbse,2,B.Tech/B.E.,mechanical engineering,76.83,0,Uttar Pradesh,2014,475,525,515,0.459015840492937,0,0,0,376,0,0,0,-0.5899,-0.6201,0.7785,-0.6147,0.0973,325000,system engineer,Mysore
1571,24,1,m,76.4,ssc,2009,66.2,ssc,2,B.Tech/B.E.,electronics and electrical engineering,68.6,0,Uttar Pradesh,2013,425,335,555,0.229481754911755,0,266,0,0,0,0,0,-1.4992,-1.3713,-1.5051,-0.0552,-2.0648,165000,technical support engineer,Noida
1572,26,4,m,80.07,ssc,2007,70.66,ssc,2,B.Tech/B.E.,computer engineering,61.29,0,Karnataka,2011,465,555,435,0.765673581234011,485,0,0,0,0,0,0,1.5533,0.5008,1.1074,0.62043,0.1864,460000,php developer,unknown
1573,26,2,m,71.0,ssc,2008,59.4,ssc,2,B.Tech/B.E.,computer science & engineering,67.0,0,Uttarakhand,2012,515,565,655,0.953899775079926,565,0,530,0,0,0,0,0.51,-0.0842,-0.8157,-0.0552,0.0284,420000,java developer,Bangalore
1574,26,4,m,86.8,cbse,2005,62.0,cbse,2,B.Tech/B.E.,computer engineering,71.9,0,Rajasthan,2010,765,605,555,0.735795709224656,475,0,0,0,0,0,0,-1.9629,0.3448,0.3817,-0.0552,1.1343,620000,software engineer,Gurgaon
1575,26,0,m,72.0,ssc,2008,68.0,ssc,2,MCA,computer application,70.0,0,Tamil Nadu,2015,315,395,320,0.356536487724475,495,0,346,0,0,0,0,-0.5899,-0.6201,-0.1437,0.0192,-2.0105,105000,java software engineer,Tirunelvelli
1576,27,1,m,92.0,ssc,2007,80.0,ssc,2,B.Tech/B.E.,mechanical engineering,64.16,0,Kerala,2011,565,375,375,0.414337426422751,0,0,0,366,0,0,0,0.8192,-0.2793,-0.1988,-0.6428,0.0284,95000,design engineer,Ernakulam
1577,27,1,m,72.17,ssc,2006,58.92,ssc,2,B.Tech/B.E.,information technology,64.0,1,Rajasthan,2011,395,405,515,0.700826161753383,464,0,0,0,0,0,0,0.0464,1.2808,0.9623,1.8249,0.3444,135000,software enginner,Jaipur
1578,23,2,m,63.5,ssc,2009,66.0,ssc,2,B.Tech/B.E.,mechanical engineering,63.0,0,Uttar Pradesh,2013,455,475,375,0.273500330399518,0,0,0,332,0,0,0,0.51,0.5008,0.8171,1.2374,0.1864,144000,quality engineer,Greater Noida
1579,24,0,f,69.17,ssc,2009,65.0,ssc,2,B.Tech/B.E.,computer science & engineering,71.78,0,Uttar Pradesh,2013,510,470,370,0.525922584252055,415,0,0,0,0,0,0,0.7027,0.7119,1.0859,0.7798,-0.2859,240000,php developer,New Delhi
1580,24,1,m,88.7,ssc,2009,89.6,ssc,2,B.Tech/B.E.,information technology,81.7,1,West Bengal,2013,625,705,795,0.916869961103619,555,0,0,0,0,0,0,0.99,0.8784,-0.2974,-0.3612,0.8637,320000,software engineer,Noida
1581,28,3,f,68.2,icse,2007,55.2,cbse,2,B.Tech/B.E.,information technology,69.92,0,Uttar Pradesh,2011,545,535,655,0.930370607202691,565,0,0,0,0,0,0,0.0464,0.1888,-1.7954,-1.3478,-0.7615,350000,software engineer,Navi Mumbai
1582,24,0,m,76.6,cbse,2010,51.0,ssc,2,B.Tech/B.E.,electronics and communication engineering,60.19,1,Karnataka,2014,440,455,225,0.493596387301038,145,324,0,0,0,0,0,-0.0154,-0.4536,-0.7585,1.1601,-1.0524,150000,technical support engineer,Bangalore
1583,22,1,m,67.3,icse,2010,63.7,icse,2,B.Tech/B.E.,civil engineering,75.22,0,Uttar Pradesh,2014,415,510,415,0.0165646360498735,345,0,0,0,0,0,166,1.1336,0.3789,0.1637,0.653,0.6721,180000,technical engineer,New Delhi
1584,23,1,m,88.6,cbse,2009,91.0,cbse,2,B.Tech/B.E.,electronics and electrical engineering,89.0,0,Orissa,2013,665,610,645,0.649389714846691,505,356,0,0,0,0,0,1.5644,1.5444,1.0859,-0.7415,1.0554,325000,systems engineer,unknown
1585,26,2,f,90.0,cbse,2007,83.2,cbse,2,B.Tech/B.E.,electrical engineering,88.1,0,West Bengal,2012,630,580,560,-1.0,465,0,284,0,0,0,0,0.5591,0.5454,0.1637,-0.3612,1.0554,370000,project engineer,Bangalore
1586,25,0,m,58.0,ssc,2007,63.0,ssc,2,MCA,computer application,55.0,0,Uttarakhand,2014,265,340,265,0.165633091512476,305,0,0,0,0,0,0,-0.4463,-0.9531,0.01,1.2869,-1.0524,125000,business analyst,dehradun
1587,25,1,f,86.4,cbse,2008,83.2,cbse,2,B.Tech/B.E.,electronics & telecommunications,74.25,0,Chhattisgarh,2012,615,605,680,0.943272157866555,0,452,407,0,0,0,0,-1.0208,-0.2871,-0.2974,1.4136,0.8637,230000,application engineer,unknown
1588,26,1,m,72.0,cbse,2007,69.0,cbse,1,B.Tech/B.E.,electronics and electrical engineering,70.0,1,Delhi,2011,555,365,565,0.0081547752353218,0,133,0,0,0,0,0,0.2009,-2.6193,-2.3759,-0.0552,0.1864,120000,project assistant,DELHI
1589,23,1,m,67.42,icse,2010,85.5,ssc,2,B.Tech/B.E.,computer science & engineering,75.04,1,Karnataka,2014,590,520,605,0.842248322257836,515,0,469,0,0,0,0,0.1282,-0.4536,-0.2974,0.5262,-2.0105,325000,systems engineer,Chennai
1590,24,2,m,82.0,ssc,2008,68.0,ssc,2,B.Tech/B.E.,information technology,80.0,0,Orissa,2012,500,510,485,0.942116551485008,575,0,0,0,0,0,0,-1.0208,0.8784,0.7785,1.9207,0.4805,100000,software developer,Bhubaneswar
1591,24,0,m,83.8,cbse,2009,70.83,cbse,2,B.Tech/B.E.,computer engineering,70.0,0,Haryana,2013,570,630,635,0.864685413370085,525,0,0,0,0,0,0,-0.159,1.2114,1.2396,-0.6147,1.6302,120000,software developer,unknown
1592,28,1,m,81.2,cbse,2006,62.2,cbse,2,B.Tech/B.E.,electronics and communication engineering,65.16,1,Rajasthan,2011,595,544,455,0.376059586651545,0,300,0,0,0,500,0,0.6646,0.3448,0.3817,-0.5253,-0.2875,620000,assistant manager,Bilaspur
1593,24,1,f,84.0,ssc,2008,77.0,ssc,2,B.Tech/B.E.,information technology,75.2,0,Tamil Nadu,2012,345,585,395,0.190153405601018,315,0,0,0,0,0,0,-0.1082,0.0328,-0.4891,-0.2902,0.5024,120000,software engineer,Trichy
1594,29,2,f,81.6,ssc,2005,77.6,ssc,1,MCA,computer application,90.0,0,Jharkhand,2011,505,545,525,0.916869961103619,555,0,0,0,0,0,0,0.2009,-0.4353,-0.0537,-1.3478,0.5024,350000,system engineer,Hyderabad
1595,24,1,f,72.0,ssc,2008,69.8,ssc,2,B.Tech/B.E.,information technology,67.84,0,Uttar Pradesh,2014,420,385,440,0.23780283983757,395,0,315,0,0,0,0,0.5591,0.3789,0.9322,-0.7415,-0.0943,150000,quality assurance,Noida
1596,26,4,m,82.0,ssc,2006,85.0,ssc,2,B.Tech/B.E.,computer engineering,77.0,1,Tamil Nadu,2010,565,465,535,0.635978756456794,445,0,0,0,0,0,0,-2.5811,-0.7473,0.9623,1.8249,0.8183,410000,delivery software engineer,Bangalore
1597,26,3,f,92.0,ssc,2006,71.0,ssc,2,B.Tech/B.E.,information technology,76.0,1,Karnataka,2010,385,475,445,0.488347976782714,405,0,0,0,0,0,0,0.51,0.3448,-0.0537,-0.6428,0.5024,450000,software engineer,Chennai
1598,22,1,m,82.8,ssc,2010,92.4,ssc,2,B.Tech/B.E.,electronics and communication engineering,74.5,0,Andhra Pradesh,2014,395,510,605,0.338786347219528,385,292,0,0,0,0,0,0.99,0.7119,1.2396,-1.6289,1.0554,280000,software engineer,Bangalore
1599,25,2,m,72.0,ssc,2008,67.0,ssc,2,B.Tech/B.E.,computer science & engineering,62.0,1,Tamil Nadu,2012,370,370,320,0.144789889482462,405,0,284,0,0,0,0,0.1282,1.0449,0.9322,1.9207,1.247,135000,graphic designer,chennai
1600,23,1,f,84.16,ssc,2009,81.7,ssc,2,B.Tech/B.E.,computer science & engineering,66.07,0,Andhra Pradesh,2013,440,485,605,0.978799292641428,495,0,561,0,0,0,0,1.8517,0.7119,1.0859,-0.7415,-0.2859,300000,senior software engineer,Bangalore
1601,22,1,m,76.2,cbse,2010,63.8,cbse,2,B.Tech/B.E.,computer science & engineering,66.0,0,Rajasthan,2014,455,455,465,0.144789889482462,335,0,284,0,0,0,0,-1.308,0.3789,-0.9122,0.2727,0.0973,100000,web developer,unknown
1602,24,1,m,71.5,cbse,2009,68.0,cbse,2,B.Tech/B.E.,computer science & engineering,69.0,0,Uttar Pradesh,2013,450,620,430,0.486747008438193,405,0,376,0,0,0,0,-1.8825,0.5454,0.4711,2.6814,-1.0524,180000,software test engineer,Noida
1603,24,2,f,90.0,ssc,2008,97.0,ssc,2,B.Tech/B.E.,computer engineering,84.0,1,Telangana,2012,515,595,625,0.916869961103619,555,0,0,0,0,0,0,1.6692,1.5928,0.9623,-1.0541,0.6603,400000,software quality assurance tester,Hyderabad
1604,23,1,f,61.0,cbse,2009,67.0,cbse,2,B.Tech/B.E.,computer science & engineering,79.0,0,Madhya Pradesh,2014,455,460,510,0.899843843549198,544,0,0,0,0,0,0,-0.7335,-0.7866,0.7785,-1.3753,0.2889,150000,software developer,New Delhi
1605,23,1,m,84.0,ssc,2009,87.7,ssc,2,B.Tech/B.E.,electronics and communication engineering,70.02,0,Telangana,2013,510,420,320,-1.0,385,0,284,0,0,0,0,1.9953,0.5454,0.1637,0.5262,0.6721,150000,test engineer,Hyderabad
1606,25,1,m,84.6,ssc,2007,75.25,ssc,2,B.Tech/B.E.,information technology,70.56,1,Tamil Nadu,2011,305,375,555,0.563267823666597,425,0,0,0,0,0,0,-0.4173,-1.0593,-0.0537,-1.2303,-0.1295,200000,junior software engineer,Chennai
1607,24,3,m,85.0,cbse,2008,81.1,ssc,2,B.Tech/B.E.,computer engineering,70.1,1,Karnataka,2012,645,554,655,0.819416529835888,505,0,0,0,0,0,0,-0.4173,1.2808,-0.1988,1.8543,0.6603,410000,software engineer,Bangalore
1608,23,1,m,76.0,ssc,2009,78.0,ssc,2,B.Tech/B.E.,computer science & engineering,69.01,1,Maharashtra,2013,360,590,535,0.819416529835888,505,0,0,0,0,0,0,-2.7443,-1.9521,-1.9881,-0.1076,-1.4356,385000,associate software engineer,Pune
1609,24,1,m,89.0,ssc,2009,78.0,ssc,2,B.Tech/B.E.,electronics & telecommunications,70.26,0,Maharashtra,2013,415,415,425,0.694479327708463,375,366,0,0,0,260,0,-0.1082,1.2808,0.5269,-0.5253,0.0679,400000,software engineer,mumbai
1610,24,2,m,88.0,cbse,2008,80.0,cbse,2,B.Tech/B.E.,computer engineering,78.0,0,Haryana,2012,455,684,635,0.974396112538398,615,0,0,0,0,0,0,1.1283,-0.6693,0.0552,-2.0529,-0.9194,480000,software engineer,unknown
1611,27,2,m,77.8,ssc,2005,74.2,ssc,2,M.Tech./M.E.,computer engineering,72.7,1,Tamil Nadu,2012,405,510,545,0.864685413370085,525,0,0,0,0,0,0,-0.0154,0.8784,1.2396,1.5404,1.6302,140000,ios developer,Pondicherry
1612,25,1,m,71.5,icse,2009,70.0,cbse,2,B.Tech/B.E.,information technology,81.3,0,West Bengal,2014,535,510,475,0.744758354008939,525,0,438,0,0,0,0,0.99,0.0459,-0.1437,0.0192,0.4805,330000,java software engineer,Bangalore
1613,23,1,m,76.17,icse,2009,78.0,cbse,2,B.Tech/B.E.,information technology,73.17,0,Uttar Pradesh,2014,535,510,620,0.942116551485008,575,0,0,0,0,0,0,-1.4517,0.0459,0.9322,-0.7415,-0.2859,300000,sql dba,Noida
1614,27,0,f,74.4,cbse,2005,56.0,cbse,2,B.Tech/B.E.,computer engineering,60.9,0,Maharashtra,2011,575,615,425,0.525922584252055,415,0,0,0,0,0,0,-0.5719,1.5928,0.2366,-0.8778,0.3444,300000,sales executive,Jaipur
1615,23,2,m,87.6,cbse,2009,96.0,ssc,2,B.Tech/B.E.,mechanical engineering,78.4,1,Telangana,2013,555,545,780,0.971663490820888,405,0,0,553,0,0,0,-0.3027,0.5454,1.0859,0.3995,0.2889,600000,site manager,Chandrapur
1616,30,1,m,55.0,ssc,2004,43.0,ssc,2,MCA,computer application,62.0,1,Maharashtra,2011,305,415,285,0.245455659999829,335,0,0,0,0,0,0,0.51,0.4488,0.065,-1.1911,0.1187,180000,sales development manager,Nanded
1617,25,0,m,68.6,ssc,2007,62.6,ssc,2,MCA,computer application,74.95,0,Uttar Pradesh,2014,325,435,340,-1.0,0,0,0,0,0,0,0,-0.3027,-1.4526,-0.2974,1.6672,0.8637,50000,software developer,Lucknow
1618,24,1,m,74.5,cbse,2008,69.5,cbse,2,B.Tech/B.E.,computer science & engineering,85.0,0,West Bengal,2013,440,510,665,0.911395278391328,465,0,500,0,0,0,0,1.2772,0.7119,1.547,-0.1076,1.0554,310000,software engineer,Bangalore
1619,23,0,m,76.64,ssc,2010,61.16,ssc,2,B.Tech/B.E.,computer science & engineering,61.48,0,Karnataka,2014,535,455,355,0.0409993103614119,425,0,223,0,0,0,0,-0.0154,0.3789,1.2396,-0.8682,0.8637,120000,java software engineer,Bangalore
1620,23,1,m,78.13,ssc,2009,56.12,ssc,2,B.Tech/B.E.,electronics and communication engineering,74.6,0,West Bengal,2013,415,475,340,0.694479327708463,0,366,0,0,0,0,0,1.4208,0.7119,0.9322,-0.1076,-0.2859,70000,visiting faculty,Kolkata
1621,30,4,m,67.6,ssc,2004,68.3,ssc,1,B.Tech/B.E.,computer engineering,67.0,0,Punjab,2011,605,455,455,0.819416529835888,505,0,0,0,0,0,0,-1.3447,-1.5273,-2.3759,0.6498,-0.7615,500000,business analyst,Noida
1622,24,1,m,79.6,cbse,2010,81.4,cbse,2,B.Tech/B.E.,mechanical engineering,72.2,0,Uttar Pradesh,2015,350,470,485,0.725984147969479,0,0,0,438,0,0,0,1.1336,-0.1206,-0.7585,-1.7556,-0.8608,330000,programmer analyst,Bangalore
1623,24,1,f,81.0,icse,2009,77.0,ssc,2,B.Tech/B.E.,information science engineering,74.0,1,Karnataka,2013,695,555,415,0.622642915849938,515,0,407,0,0,0,0,0.1282,0.8784,-0.2974,0.3995,-0.4776,350000,engineer,Bangalore
1624,25,1,m,61.69,ssc,2008,60.66,ssc,1,MCA,computer application,77.5,0,Punjab,2014,440,605,520,0.356536487724475,575,0,346,0,0,0,0,0.5591,0.3789,0.6248,0.3995,-1.0524,240000,application engineer,noida
1625,27,3,m,86.0,ssc,2006,82.0,ssc,2,B.Tech/B.E.,information technology,71.0,0,Tamil Nadu,2010,485,505,505,0.600057182338341,435,0,0,0,0,0,0,-1.0355,-0.1232,0.2366,-0.6428,-0.6035,200000,quality analyst,Dharmapuri
1626,25,0,f,70.0,ssc,2008,79.0,ssc,2,B.Tech/B.E.,electronics and electrical engineering,81.2,1,Tamil Nadu,2012,475,545,455,0.0081547752353218,415,133,0,0,0,0,0,0.8192,0.2668,-0.2714,-1.11277,0.0284,200000,lecturer,Vandavasi
1627,24,1,m,89.8,cbse,2008,60.0,cbse,2,B.Tech/B.E.,electronics and communication engineering,74.0,0,Uttar Pradesh,2013,640,540,485,-1.0,475,0,0,0,0,0,0,1.8517,1.5444,1.3933,-1.8824,1.0554,350000,software engineer,Chennai
1628,26,2,f,84.0,ssc,2006,69.58,ssc,2,MCA,computer application,79.0,0,Tamil Nadu,2012,385,515,555,0.670743151433127,455,0,0,0,0,0,0,0.51,1.4368,-0.1988,-1.11277,0.4234,350000,developer,Bangalore
1629,24,1,m,88.8,cbse,2010,70.04,cbse,2,B.Tech/B.E.,information technology,76.0,0,Orissa,2014,650,680,485,0.356536487724475,415,0,346,0,0,0,0,-1.1644,0.0459,0.1637,-0.2344,-1.244,325000,system engineer,Bhubneshwar
1630,23,1,f,84.0,cbse,2009,68.0,cbse,2,B.Tech/B.E.,electronics and communication engineering,71.0,0,Madhya Pradesh,2013,615,450,310,0.649389714846691,0,356,0,0,0,484,0,-1.0208,0.0459,-0.9122,-0.4879,0.2889,225000,software test engineer,Chennai
1631,25,3,m,79.6,cbse,2008,65.6,cbse,2,B.Tech/B.E.,computer engineering,67.0,0,Chhattisgarh,2012,485,470,430,0.819416529835888,505,0,0,0,0,0,0,-1.8083,-1.8393,-1.1422,1.0024,-1.2354,400000,test engineer,Bangalore
1632,24,1,f,81.7,ssc,2008,88.7,ssc,2,B.Tech/B.E.,computer science & engineering,75.35,0,Andhra Pradesh,2012,335,530,430,0.842248322257836,505,0,469,0,0,0,0,0.99,0.8784,0.9322,-1.3753,0.2889,320000,system engineer,unknown
1633,27,0,m,75.4,ssc,2005,49.0,ssc,2,MCA,computer application,74.0,1,Delhi,2015,440,555,430,-1.0,0,0,0,0,0,0,0,-2.7443,0.8027,-0.1996,-1.3753,0.585,350000,.net developer,Gurgaon
1634,24,0,f,75.0,icse,2010,66.8,cbse,2,B.Tech/B.E.,electronics and communication engineering,68.5,0,Uttar Pradesh,2014,370,470,260,0.0531603052826837,385,196,0,0,0,0,0,1.1336,1.7109,0.1637,0.7798,0.4805,200000,electrical engineer,unknown
1635,26,2,f,65.3,ssc,2006,74.0,ssc,2,MCA,computer application,89.0,0,Jharkhand,2013,505,555,715,0.953899775079926,585,0,530,0,0,0,0,0.2718,0.3789,-0.4511,0.3995,0.6721,470000,software developer,Gurgaon
1636,23,0,m,94.2,cbse,2009,89.8,cbse,2,B.Tech/B.E.,electronics and electrical engineering,80.6,0,Jharkhand,2013,475,525,665,0.938399136791175,345,0,0,0,553,0,0,0.4155,0.3789,-0.6048,-0.7415,0.2889,315000,system engineer,unknown
1637,22,0,m,82.46,ssc,2010,79.67,ssc,2,B.Tech/B.E.,mechanical engineering,69.46,1,Maharashtra,2014,395,495,470,0.971663490820888,0,0,0,553,0,0,0,0.1282,-0.1206,-0.6048,1.0333,-0.8608,240000,sales management trainee,unknown
1638,25,1,m,80.0,ssc,2007,62.6,ssc,2,B.Tech/B.E.,electronics and communication engineering,78.0,0,Orissa,2012,445,485,415,0.910770164246022,0,433,0,0,0,0,0,1.6692,1.2808,0.9623,0.1798,0.0284,95000,test engineer,unknown
1639,27,1,m,64.57,ssc,2005,49.67,ssc,2,MCA,computer application,81.48,0,Tamil Nadu,2013,380,560,455,0.486747008438193,565,0,376,0,0,0,0,-0.3027,-0.1206,-0.2974,0.7798,-1.0524,95000,software engineer,Bangalore
1640,22,1,m,78.1,ssc,2009,72.6,ssc,2,B.Tech/B.E.,electronics and communication engineering,74.8,0,Uttar Pradesh,2013,450,425,485,0.694479327708463,0,366,0,0,0,473,0,-0.0154,-1.1196,-1.2196,0.3995,-1.244,325000,java developer,Bangalore
1641,25,1,m,72.2,cbse,2008,69.2,cbse,2,B.Tech/B.E.,computer science & engineering,63.4,1,Karnataka,2013,475,460,615,0.486747008438193,515,0,376,0,0,0,0,1.5644,0.5454,0.6248,-1.8824,0.4805,120000,software engineer,Noida
1642,27,3,m,66.3,icse,2007,66.67,icse,2,B.Tech/B.E.,information technology,68.75,1,Karnataka,2011,505,415,395,0.765673581234011,485,0,0,0,0,0,0,-1.3447,0.5008,-1.3599,1.4724,-0.6035,410000,sql dba,Bangalore
1643,22,1,m,67.0,ssc,2009,73.8,ssc,2,B.Tech/B.E.,mechanical engineering,69.75,0,Punjab,2014,275,400,385,0.725984147969479,365,0,0,438,0,0,0,0.4155,-0.1206,0.4711,1.4136,0.6721,225000,quality assurance,unknown
1644,27,1,f,70.4,ssc,2006,53.6,ssc,2,MCA,computer application,76.5,1,Karnataka,2013,430,525,560,0.952245572924303,585,0,0,0,0,0,0,1.1336,1.0449,1.547,-0.1076,1.6302,180000,research analyst,Mysore
1645,22,1,m,78.0,ssc,2010,66.6,cbse,2,B.Tech/B.E.,computer science & engineering,70.0,0,Haryana,2014,370,300,485,0.356536487724475,435,0,346,0,0,0,0,-0.5899,-3.1176,-0.7585,-0.2344,-2.5853,120000,software developer,Rohtak
1646,24,1,m,71.5,ssc,2008,68.0,ssc,2,B.Tech/B.E.,information technology,72.18,0,Uttar Pradesh,2013,285,630,665,0.450876584483451,395,0,0,0,0,0,0,-1.308,-2.1186,-1.0659,0.653,-2.5853,420000,software engineer,Bangalore
1647,23,1,m,92.0,cbse,2010,73.4,cbse,2,B.Tech/B.E.,electronics and communication engineering,75.8,1,Delhi,2014,650,605,680,0.92879364903175,0,0,438,0,0,446,0,0.2718,0.0459,0.3174,-0.7415,-2.2021,340000,business intelligence analyst,Chennai
1648,23,1,f,79.0,ssc,2010,72.5,ssc,2,B.Tech/B.E.,electronics and electrical engineering,66.43,1,Karnataka,2014,525,360,370,0.298769128563994,0,0,0,0,356,0,0,-0.0154,1.0449,-0.1437,-0.6147,1.4386,205000,desktop support technician,Bangalore
1649,25,2,m,91.0,cbse,2007,88.0,cbse,1,B.Tech/B.E.,electronics and communication engineering,70.68,1,Delhi,2011,735,535,625,0.99526570569548,475,533,0,0,0,473,0,-2.1175,-1.8393,-3.537,2.1774,-0.4455,375000,associate system engineer,Gurgaon
1650,23,0,f,83.4,cbse,2009,80.0,cbse,2,B.Tech/B.E.,electronics and communication engineering,62.0,0,Haryana,2014,565,435,554,0.991397583740291,385,516,0,0,0,0,0,-1.4992,0.3448,1.1074,1.4724,0.5419,200000,senior software developer,Gurgaon
1651,23,1,m,86.0,ssc,2010,88.0,ssc,1,B.Tech/B.E.,computer science & engineering,69.0,0,Tamil Nadu,2014,580,485,665,0.622642915849938,505,0,407,0,0,0,0,0.2718,0.0459,0.3174,0.0192,-0.4776,330000,programmer analyst,Chennai
1652,27,3,m,81.3,ssc,2006,76.3,ssc,2,B.Tech/B.E.,electrical engineering,78.0,1,West Bengal,2010,545,505,525,0.229481754911755,395,266,0,0,0,0,0,-0.5719,0.6568,-0.344,-0.6428,-0.4455,260000,assistant professor,Kolkata
1653,23,2,m,76.0,cbse,2009,80.0,cbse,2,B.Tech/B.E.,computer science & engineering,65.0,0,Uttar Pradesh,2013,465,510,530,0.670743151433127,455,0,0,0,0,0,0,-0.5899,0.2124,0.4711,-0.7415,0.2889,300000,software engineer,unknown
1654,25,2,m,76.0,ssc,2008,76.0,ssc,2,B.Tech/B.E.,information technology,76.5,0,Uttar Pradesh,2012,465,435,415,0.413838255788123,385,0,0,0,0,0,0,-0.4173,0.5008,-0.7794,0.5323,0.3049,370000,software test engineer,Gurgaon
1655,23,1,f,90.0,ssc,2009,82.1,ssc,2,B.Tech/B.E.,computer science & engineering,85.0,0,Telangana,2014,640,530,705,0.486747008438193,615,0,376,0,0,0,0,0.99,0.7119,-0.1437,-1.1218,0.8637,550000,software developer,Hyderabad
1656,23,1,m,82.0,cbse,2010,78.8,cbse,1,B.Tech/B.E.,computer science & engineering,71.0,0,Himachal Pradesh,2014,555,610,795,0.996744486852253,495,0,623,0,0,0,0,-0.3027,0.3789,-0.2974,-0.6147,-0.8608,325000,test engineer,Bangalore
1657,24,1,m,62.13,ssc,2010,74.0,ssc,2,B.Tech/B.E.,computer science & engineering,65.6,0,Uttar Pradesh,2013,475,610,415,0.916869961103619,555,0,0,0,0,0,0,0.99,-0.2871,-0.2974,0.5262,-2.3937,95000,web developer,unknown
1658,27,1,m,59.71,ssc,2007,54.14,ssc,2,MCA,computer application,74.2,1,Karnataka,2013,265,420,310,0.144789889482462,295,0,284,0,0,0,0,-0.3027,-1.2861,0.7785,0.2727,-1.4356,145000,customer service,Bangalore
1659,23,0,f,81.8,cbse,2010,71.0,cbse,2,B.Tech/B.E.,computer science & engineering,65.5,0,Uttar Pradesh,2015,405,625,390,0.819416529835888,505,0,0,0,0,0,0,-0.0154,0.5454,1.547,-0.995,0.8637,240000,software test engineer,Noida
1660,23,1,f,79.0,cbse,2012,74.0,cbse,2,B.Tech/B.E.,electronics and communication engineering,64.4,0,Uttar Pradesh,2013,535,475,515,0.376059586651545,0,300,0,0,0,340,0,0.2718,0.7119,0.9322,-0.3612,-0.6692,300000,software test engineer,Noida
1661,23,2,m,78.8,cbse,2009,87.0,cbse,2,B.Tech/B.E.,computer engineering,77.4,0,Haryana,2013,570,630,870,0.979521744319216,625,0,0,0,0,0,0,0.5591,0.0459,0.1637,0.1459,0.4805,605000,senior software engineer,Hyderabad
